,segment,greenland_contribution,west_antarctic_contribution,east_antarctic_contribution,error
373,50.0,0.59,0.0,0.41000000000000003,0.09314704301250273
374,60.0,0.59,0.0,0.41000000000000003,1.0982076673331274
375,70.0,0.59,0.0,0.41000000000000003,2.5288710974861037
376,80.0,0.59,0.0,0.41000000000000003,3.3630189500843297
377,90.0,0.59,0.0,0.41000000000000003,3.6531535550517438
378,10.0,0.5800000000000001,0.0,0.42,1.0027389177787225
379,20.0,0.5800000000000001,0.0,0.42,0.7690707917607171
380,30.0,0.5800000000000001,0.0,0.42,0.5848305823771697
381,40.0,0.5800000000000001,0.0,0.42,0.36055173416303693
382,50.0,0.5800000000000001,0.0,0.42,0.06556317749628751
383,60.0,0.5800000000000001,0.0,0.42,1.0673927093069406
384,70.0,0.5800000000000001,0.0,0.42,2.4962815854251845
385,80.0,0.5800000000000001,0.0,0.42,3.3285287174536866
386,90.0,0.5800000000000001,0.0,0.42,3.617180570264511
387,10.0,0.5700000000000001,0.0,0.43,1.0219041056547549
388,20.0,0.5700000000000001,0.0,0.43,0.7877858477637756
389,30.0,0.5700000000000001,0.0,0.43,0.6038424667169673
390,40.0,0.5700000000000001,0.0,0.43,0.3830233006792269
391,50.0,0.5700000000000001,0.0,0.43,0.03892300164472644
392,60.0,0.5700000000000001,0.0,0.43,1.0376319819645772
393,70.0,0.5700000000000001,0.0,0.43,2.464807014476857
394,80.0,0.5700000000000001,0.0,0.43,3.295218452730327
395,90.0,0.5700000000000001,0.0,0.43,3.582438280788286
396,10.0,0.56,0.0,0.44,1.0404246479490162
397,20.0,0.56,0.0,0.44,0.8058713989457241
398,30.0,0.56,0.0,0.44,0.6222148620353124
399,40.0,0.56,0.0,0.44,0.40473900734347934
400,50.0,0.56,0.0,0.44,0.013178902146298455
401,60.0,0.56,0.0,0.44,1.0088722947118873
402,70.0,0.56,0.0,0.44,2.4343911309377697
403,80.0,0.56,0.0,0.44,3.2630286213217543
404,90.0,0.56,0.0,0.44,3.5488645926090863
405,10.0,0.55,0.0,0.45,1.0583325319122143
406,20.0,0.55,0.0,0.45,0.8233586812742675
407,30.0,0.55,0.0,0.45,0.6399794997149539
408,40.0,0.55,0.0,0.45,0.4257363598477422
409,50.0,0.55,0.0,0.45,0.011713584219859697
410,60.0,0.55,0.0,0.45,0.9810639760376945
411,70.0,0.55,0.0,0.45,2.404981402842199
412,80.0,0.55,0.0,0.45,3.2319036274365485
413,90.0,0.55,0.0,0.45,3.5164015198450214
414,10.0,0.54,0.0,0.46,1.075657662956302
415,20.0,0.54,0.0,0.46,0.8402768977742613
416,30.0,0.54,0.0,0.46,0.6571660459524767
417,40.0,0.54,0.0,0.46,0.4460504228861922
418,50.0,0.54,0.0,0.46,0.035796026857561634
419,60.0,0.54,0.0,0.46,0.9541605872210954
420,70.0,0.54,0.0,0.46,2.3765287171830005
421,80.0,0.54,0.0,0.46,3.2017914936459673
422,90.0,0.54,0.0,0.46,3.4849948505319213
423,10.0,0.53,0.0,0.47000000000000003,1.0924280313090582
424,20.0,0.53,0.0,0.47000000000000003,0.8566533812684142
425,30.0,0.53,0.0,0.47000000000000003,0.6738022670801247
426,40.0,0.53,0.0,0.47000000000000003,0.4657140155615298
427,50.0,0.53,0.0,0.47000000000000003,0.059107333008311926
428,60.0,0.53,0.0,0.47000000000000003,0.9281186635411461
429,70.0,0.53,0.0,0.47000000000000003,2.348987106218172
430,80.0,0.53,0.0,0.47000000000000003,3.1726435712278223
431,90.0,0.53,0.0,0.47000000000000003,3.4545938445148563
432,10.0,0.52,0.0,0.48,1.1086698629124294
433,20.0,0.52,0.0,0.48,0.8725137417311312
434,30.0,0.52,0.0,0.48,0.6899141792568849
435,40.0,0.52,0.0,0.48,0.4847578883156707
436,50.0,0.52,0.0,0.48,0.08168395750397854
437,60.0,0.52,0.0,0.48,0.9028974799547409
438,70.0,0.52,0.0,0.48,2.32231349965415
439,80.0,0.52,0.0,0.48,3.1444142778964754
440,90.0,0.52,0.0,0.48,3.425150959903487
441,10.0,0.51,0.0,0.49,1.1244077562741135
442,20.0,0.51,0.0,0.49,0.8878819999260513
443,30.0,0.51,0.0,0.49,0.7055261842254311
444,40.0,0.51,0.0,0.49,0.5032108833913479
445,50.0,0.51,0.0,0.49,0.10356009299499438
446,60.0,0.51,0.0,0.49,0.8784588385853066
447,70.0,0.51,0.0,0.49,2.296467499897046
448,80.0,0.51,0.0,0.49,3.117060859946444
449,90.0,0.51,0.0,0.49,3.39662160498902
450,10.0,0.5,0.0,0.5,1.139664806775993
451,20.0,0.5,0.0,0.5,0.9027807087950248
452,30.0,0.5,0.0,0.5,0.720661192626343
453,40.0,0.5,0.0,0.5,0.5211000805862869
454,50.0,0.5,0.0,0.5,0.12476784274293944
455,60.0,0.5,0.0,0.5,0.8547668756903735
456,70.0,0.5,0.0,0.5,2.2714111779037744
457,80.0,0.5,0.0,0.5,3.0905431761958497
458,90.0,0.5,0.0,0.5,3.3689639129008024
459,10.0,0.49,0.0,0.51,1.1544627197598445
460,20.0,0.49,0.0,0.51,0.9172310638874653
461,30.0,0.49,0.0,0.51,0.7353407361789208
462,40.0,0.49,0.0,0.51,0.5384509298484771
463,50.0,0.49,0.0,0.51,0.14533737781232126
464,60.0,0.49,0.0,0.51,0.8317878860556639
465,70.0,0.49,0.0,0.51,2.2471088874638405
466,80.0,0.49,0.0,0.51,3.0648235014378806
467,90.0,0.49,0.0,0.51,3.342138536606247
468,10.0,0.48,0.0,0.52,1.16882191355499
469,20.0,0.48,0.0,0.52,0.9312530039681979
470,30.0,0.48,0.0,0.52,0.749585069885038
471,40.0,0.48,0.0,0.52,0.5552873720776134
472,50.0,0.48,0.0,0.52,0.16529708028234832
473,60.0,0.48,0.0,0.52,0.8094901630092073
474,70.0,0.48,0.0,0.52,2.2235270959995974
475,80.0,0.48,0.0,0.52,3.0398663473717167
476,90.0,0.48,0.0,0.52,3.3161084621451136
477,10.0,0.47,0.0,0.53,1.18276161347593
478,20.0,0.47,0.0,0.53,0.9448653028078088
479,30.0,0.47,0.0,0.53,0.7634132652746378
480,40.0,0.47,0.0,0.53,0.5716319493400542
481,50.0,0.47,0.0,0.53,0.18467367390689032
482,60.0,0.47,0.0,0.53,0.7878438524556457
483,70.0,0.47,0.0,0.53,2.2006342301953215
484,80.0,0.47,0.0,0.53,3.0156382992285877
485,90.0,0.47,0.0,0.53,3.2908388382311933
486,10.0,0.45999999999999996,0.0,0.54,1.196299937701021
487,20.0,0.45999999999999996,0.0,0.54,0.9580856530438235
488,30.0,0.45999999999999996,0.0,0.54,0.7768432955976988
489,40.0,0.45999999999999996,0.0,0.54,0.5875059055625935
490,50.0,0.45999999999999996,0.0,0.54,0.20349234348762393
491,60.0,0.45999999999999996,0.0,0.54,0.7668208195200834
492,70.0,0.45999999999999996,0.0,0.54,2.1784005349609754
493,80.0,0.45999999999999996,0.0,0.54,2.992107866510383
494,90.0,0.45999999999999996,0.0,0.54,3.266296820574314
